Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
2 5 724 5350 2193 2.647 8.930
3 5 793 5350 2193 2.836 2.836
4 5 726 5350 2193 0.230 6.513
5 5 838 5350 2193 5.224 5.224
1 2 723 5351 9754 2.049 2.049
1 4 724 5351 9754 6.036 -0.248
1 1 710 5352 9753 5.077 5.077
2 5 742 5352 9753 1.059 1.059
1 2 712 5353 1258 4.451 4.451
2 4 713 5353 1258 0.669 6.952
3 4 714 5353 1258 2.662 2.662
1 2 772 5354 647 5.885 5.885
2 5 742 5354 647 4.351 4.351
3 5 782 5354 647 5.055 5.055
3 4 725 5354 647 3.247 3.247
4 2 810 5354 647 2.675 2.675
5 4 726 5354 647 3.893 3.893
5 4 727 5354 647 0.584 6.867
6 3 787 5354 647 0.779 0.779
1 2 721 5355 427 2.042 2.042
2 5 742 5355 427 3.444 3.444
3 5 724 5355 427 1.305 1.305
3 4 725 5355 427 3.945 -2.338
4 2 810 5355 427 1.590 1.590
5 4 726 5355 427 2.818 2.818
1 1 844 5356 9752 0.548 6.831
2 5 754 5356 9752 4.966 4.966
1 1 792 5357 822 5.154 5.154
1 5 729 5357 822 4.663 4.663
3 5 721 5357 822 3.730 3.730
3 5 742 5357 822 3.876 3.876
1 2 812 5358 9751 3.924 3.924
2 4 813 5358 9751 2.374 2.374
1 2 836 5359 3141 3.163 3.163
2 5 755 5359 3141 4.755 4.755
3 4 760 5359 3141 4.787 4.787
4 2 427 5359 3141 5.357 5.357
1 1 788 5360 9750 4.493 4.493
1 1 781 5361 153 3.664 9.947
2 5 766 5361 153 3.989 3.989
3 5 400 5361 153 0.384 6.667
4 5 374 5361 153 2.568 2.568
2 2 894 5362 3140 3.311 3.311
1 1 861 5363 5054 4.704 4.704
2 5 766 5363 5054 3.892 3.892
2 4 423 5363 5054 3.157 3.157
3 2 378 5363 5054 5.872 5.872
4 4 374 5363 5054 5.650 5.650
1 2 723 5364 9749 2.741 2.741
1 4 782 5364 9749 2.027 2.027
2 4 725 5364 9749 0.636 0.636
3 2 810 5364 9749 1.198 1.198
1 2 727 5365 2192 4.712 4.712
1 2 754 5366 9747 3.416 3.416
1 2 772 5367 9746 4.442 4.442
2 2 726 5368 9745 2.268 8.552
1 2 754 5369 9744 3.292 3.292
1 1 962 5370 9743 2.303 8.587
1 1 843 5371 5053 5.684 5.684
2 5 810 5371 5053 2.862 2.862
1 2 727 5372 9742 4.197 4.197
1 2 754 5373 9741 2.614 2.614
1 1 962 5374 9740 2.993 9.276
1 4 961 5374 9740 3.967 3.967
1 1 940 5375 9738 2.722 9.005
1 2 721 5376 3139 2.226 2.226
2 5 742 5376 3139 4.874 4.874
3 4 711 5376 3139 0.492 6.775
3 3 826 5376 3139 6.213 6.213
1 1 962 5377 9736 2.635 8.918
1 4 575 5377 9736 1.190 7.473
1 2 754 5378 9734 2.306 2.306
1 2 726 5379 5052 4.766 4.766
2 4 727 5379 5052 3.999 3.999
2 2 728 5379 5052 3.663 3.663
1 2 396 5380 3138 0.465 0.465
2 4 796 5380 3138 1.697 1.697
3 3 412 5380 3138 4.728 4.728
4 4 414 5380 3138 3.612 3.612
1 1 786 5381 5051 0.580 6.863
2 5 724 5381 5051 2.388 2.388
2 4 725 5381 5051 1.563 1.563
3 2 810 5381 5051 5.910 -0.373
4 4 726 5381 5051 4.676 4.676
5 5 753 5381 5051 3.545 3.545
6 5 744 5381 5051 2.672 2.672
2 2 726 5382 9733 4.298 4.298
2 2 803 5383 60 2.902 2.902
2 4 755 5383 60 5.088 5.088
3 4 760 5383 60 2.287 2.287
4 2 761 5383 60 3.585 3.585
4 3 737 5383 60 4.297 4.297
1 1 863 5384 9732 4.718 4.718
1 5 769 5384 9732 2.066 2.066
1 1 859 5385 9731 0.656 6.939
1 4 786 5385 9731 6.103 -0.180
2 5 724 5385 9731 2.078 2.078
1 2 712 5386 1257 4.337 4.337
2 5 713 5386 1257 0.576 6.859
3 5 794 5386 1257 4.698 4.698
4 5 963 5386 1257 4.051 4.051
1 1 962 5387 5050 2.143 8.426
1 2 726 5388 3137 4.436 4.436
2 4 727 5388 3137 3.692 3.692
2 3 787 5388 3137 6.029 -0.255
1 2 744 5389 9730 1.980 1.980
1 1 844 5390 9729 2.755 9.038
1 2 744 5391 9728 3.919 3.919
1 2 575 5392 9727 4.552 4.552
1 2 744 5393 9726 5.609 5.609
1 2 754 5394 9725 4.712 4.712
1 1 843 5395 9724 1.937 8.220
2 5 726 5395 9724 5.137 5.137
1 2 772 5396 646 5.632 5.632
2 5 742 5396 646 1.080 7.363
3 5 724 5396 646 2.414 8.698
3 4 725 5396 646 2.187 2.187
4 2 810 5396 646 0.710 6.993
5 4 726 5396 646 5.078 5.078
5 4 727 5396 646 5.021 5.021
6 2 728 5396 646 0.946 7.229
6 4 744 5396 646 0.244 6.527
1 1 962 5397 5049 3.771 10.054
1 4 575 5397 5049 3.113 3.113
2 4 941 5397 5049 3.541 3.541
1 2 743 5398 5048 2.948 2.948
2 4 727 5398 5048 3.173 3.173
2 2 941 5399 9723 1.534 1.534
1 2 743 5400 5047 0.350 6.634
2 4 727 5400 5047 4.444 4.444
1 2 754 5401 9722 3.629 3.629
1 2 713 5402 9721 4.255 4.255
1 2 785 5403 5046 0.843 0.843
1 4 709 5403 5046 3.982 3.982
1 1 743 5404 5045 1.081 7.365
1 5 838 5404 5045 3.559 3.559
1 2 856 5405 9720 3.716 3.716
3 5 732 5405 9720 3.038 3.038
1 1 745 5406 3136 0.176 6.460
1 4 746 5406 3136 5.953 -0.330
2 5 790 5406 3136 1.441 1.441
3 5 747 5406 3136 0.610 0.610
4 5 791 5406 3136 0.915 0.915
1 1 755 5407 9719 1.964 8.248
1 4 764 5407 9719 5.093 5.093
2 2 761 5407 9719 4.684 4.684
1 2 772 5408 9718 3.514 3.514
1 2 772 5409 9717 2.003 2.003
2 5 786 5409 9717 0.239 0.239
1 2 575 5410 9716 2.456 2.456
1 2 743 5411 9715 0.125 6.408
2 5 838 5411 9715 5.268 5.268
1 2 744 5412 9714 5.793 5.793
1 1 844 5413 2191 2.282 8.566
1 4 838 5413 2191 5.801 5.801
1 2 721 5414 3135 3.307 3.307
2 5 786 5414 3135 3.778 -2.506
3 4 711 5414 3135 0.935 0.935
3 4 826 5414 3135 4.394 4.394
4 2 793 5414 3135 2.587 2.587
5 5 726 5414 3135 1.075 1.075
5 4 727 5414 3135 1.430 1.430
6 4 787 5414 3135 1.859 1.859
1 2 744 5415 9713 0.791 7.074
1 2 772 5416 9712 1.741 1.741
2 5 742 5416 9712 1.614 1.614
3 4 711 5416 9712 6.177 -0.106
3 3 826 5416 9712 2.628 2.628
4 4 793 5416 9712 1.030 1.030
5 5 743 5416 9712 1.753 1.753
1 2 721 5417 9711 5.999 5.999
2 4 722 5417 9711 1.759 1.759
3 2 964 5418 3134 1.788 1.788
2 2 803 5419 9710 0.892 0.892
2 3 755 5419 9710 2.743 2.743
1 1 736 5420 9709 4.220 4.220
2 5 762 5420 9709 4.273 4.273
2 4 777 5420 9709 3.406 3.406
3 5 738 5420 9709 2.019 2.019
4 4 768 5420 9709 4.939 4.939
1 2 724 5421 9708 4.141 4.141
1 1 940 5422 9707 0.983 7.266
2 5 941 5422 9707 1.159 1.159
1 2 575 5423 9706 4.635 4.635
2 2 793 5424 3133 4.445 4.445
1 1 844 5425 2190 2.155 8.438
1 4 753 5425 2190 4.595 4.595
1 2 712 5426 9705 6.018 6.018
1 1 723 5427 5043 2.635 8.918
1 5 843 5427 5043 4.007 4.007
2 4 793 5427 5043 0.968 7.251
3 4 827 5427 5043 3.485 3.485
5 5 787 5427 5043 3.601 3.601
1 1 844 5428 9704 2.283 8.566
1 2 744 5429 9703 4.141 4.141
1 2 721 5430 152 5.215 -1.068
2 5 742 5430 152 2.885 2.885
2 4 711 5430 152 1.238 1.238
1 2 772 5431 5042 3.216 3.216
2 5 723 5431 5042 5.345 5.345
3 4 724 5431 5042 5.559 5.559
3 4 725 5431 5042 1.163 1.163
1 2 744 5432 9702 5.441 5.441
1 1 721 5433 821 2.425 2.425
2 5 786 5433 821 5.839 -0.444
2 4 711 5433 821 2.441 2.441
3 4 868 5433 821 2.125 2.125
4 3 810 5433 821 0.383 0.383
1 2 482 5434 3132 1.138 7.422
2 4 480 5434 3132 1.542 1.542
2 3 484 5434 3132 4.436 4.436
3 4 485 5434 3132 3.769 3.769
5 5 31 5434 3132 3.979 3.979
6 5 474 5434 3132 3.418 3.418
6 4 520 5434 3132 5.649 5.649
6 4 489 5434 3132 5.646 5.646
6 4 499 5434 3132 3.724 3.724
6 4 502 5434 3132 4.336 4.336
1 1 743 5435 9701 4.552 10.836
1 4 727 5435 9701 4.528 4.528
2 2 763 5436 151 2.040 2.040
2 4 708 5436 151 1.827 1.827
3 5 764 5436 151 5.301 5.301
4 3 841 5436 151 4.097 4.097
5 5 777 5436 151 2.844 2.844
6 3 854 5436 151 5.567 5.567
6 2 863 5436 151 4.599 4.599
6 3 874 5436 151 3.778 3.778
1 1 736 5437 268 4.616 4.616
2 5 776 5437 268 2.069 2.069
3 5 779 5437 268 0.925 0.925
3 3 780 5437 268 2.151 2.151
4 2 862 5437 268 5.129 5.129
4 3 769 5437 268 1.381 1.381
5 4 716 5437 268 1.933 1.933
6 5 877 5437 268 3.491 3.491
1 1 781 5438 1010 5.159 5.159
2 5 766 5438 1010 1.675 1.675
2 4 426 5438 1010 2.737 2.737
3 2 378 5438 1010 1.751 1.751
4 4 374 5438 1010 1.754 1.754
4 4 410 5438 1010 0.697 0.697
6 5 371 5438 1010 4.374 4.374
1 2 743 5439 9700 5.942 5.942
2 4 727 5439 9700 3.602 3.602
1 2 744 5440 9699 1.227 7.510
1 2 712 5441 267 2.008 2.008
2 5 713 5441 267 2.377 2.377
2 2 731 5441 267 1.784 1.784
3 4 525 5441 267 3.219 3.219
3 2 845 5441 267 2.891 2.891
4 4 526 5441 267 2.718 2.718
5 5 919 5441 267 5.679 -0.604
1 2 730 5442 9698 3.426 3.426
1 2 754 5443 9697 1.430 1.430
3 2 526 5444 9696 4.659 4.659
1 2 726 5445 5041 3.809 3.809
2 4 727 5445 5041 5.759 5.759
2 2 728 5445 5041 2.783 2.783
3 4 754 5445 5041 4.123 4.123
1 2 712 5446 9694 0.680 0.680
1 2 575 5447 9693 4.261 4.261
1 2 961 5448 9692 0.991 0.991
2 4 941 5448 9692 2.394 2.394
1 2 754 5449 9691 5.034 5.034
1 1 721 5450 522 1.211 1.211
1 4 722 5450 522 2.221 2.221
2 2 723 5450 522 1.019 1.019
3 4 724 5450 522 3.512 3.512
3 4 725 5450 522 4.616 -1.668
4 2 810 5450 522 0.833 0.833
4 4 726 5450 522 2.572 2.572
5 4 727 5450 522 0.599 0.599
6 2 728 5450 522 2.843 2.843
6 4 754 5450 522 2.910 2.910
1 2 774 5451 9690 4.128 4.128
3 5 845 5451 9690 5.132 5.132
4 4 526 5451 9690 4.079 4.079
1 1 789 5452 5040 1.544 7.827
1 4 746 5452 5040 2.401 2.401
2 5 790 5452 5040 1.940 1.940
3 5 747 5452 5040 6.250 -0.033
4 5 791 5452 5040 1.912 1.912
5 5 749 5452 5040 2.776 2.776
6 5 750 5452 5040 0.076 0.076
1 2 781 5453 3131 4.876 -1.407
2 4 399 5453 3131 0.179 0.179
3 5 400 5453 3131 3.160 3.160
4 5 374 5453 3131 1.166 1.166
5 5 370 5453 3131 0.715 0.715
6 4 371 5453 3131 6.100 -0.184
6 5 356 5453 3131 2.082 2.082
6 4 373 5453 3131 0.053 0.053
1 2 712 5454 9689 6.193 6.193
2 5 713 5454 9689 0.546 6.829
1 2 728 5455 9688 5.644 5.644
2 4 744 5455 9688 4.776 4.776
1 2 744 5456 9687 3.739 3.739
1 2 782 5457 5039 4.719 4.719
2 4 725 5457 5039 5.963 5.963
2 2 810 5457 5039 4.572 4.572
3 4 743 5457 5039 3.732 3.732
4 4 727 5457 5039 1.257 7.540
4 4 787 5457 5039 4.594 4.594
1 2 730 5458 5038 0.514 0.514
3 5 845 5458 5038 1.372 1.372
4 4 526 5458 5038 4.095 4.095
5 5 919 5458 5038 3.965 3.965
1 2 727 5459 9686 5.279 5.279
1 2 869 5460 9685 3.473 3.473
1 2 411 5461 5037 5.186 5.186
2 4 408 5461 5037 2.128 2.128
2 4 381 5461 5037 0.137 6.421
3 3 412 5461 5037 5.820 5.820
4 4 304 5461 5037 3.297 3.297
4 4 304 5461 5037 5.048 5.048
6 5 307 5461 5037 4.754 4.754
6 4 329 5461 5037 3.870 3.870
1 2 712 5462 1609 2.451 2.451
2 4 713 5462 1609 6.150 6.150
2 4 714 5462 1609 5.370 5.370
1 2 468 5463 426 3.121 3.121
2 3 486 5463 426 3.023 3.023
2 4 497 5463 426 3.988 3.988
1 2 782 5464 9682 2.377 2.377
2 2 837 5465 820 5.002 5.002
1 2 712 5466 9681 3.157 3.157
2 5 713 5466 9681 2.595 2.595
3 5 525 5466 9681 0.103 6.386
4 5 526 5466 9681 2.745 2.745
1 2 782 5467 9680 2.260 2.260
2 5 810 5467 9680 1.133 1.133
3 3 827 5467 9680 2.416 2.416
5 5 744 5467 9680 0.815 7.098
1 2 744 5468 9678 1.693 1.693
1 2 712 5469 819 4.506 4.506
1 2 712 5470 9677 5.433 5.433
3 5 845 5470 9677 4.609 4.609
4 4 526 5470 9677 1.136 1.136
1 1 825 5471 2189 6.002 6.002
2 5 792 5471 2189 2.249 2.249
2 5 729 5471 2189 3.718 3.718
4 5 772 5471 2189 1.533 1.533
5 5 786 5471 2189 2.833 2.833
5 4 711 5471 2189 2.689 2.689
6 5 810 5471 2189 3.412 3.412
2 2 744 5472 9676 4.056 4.056
1 2 782 5473 2188 3.091 3.091
2 4 725 5473 2188 3.631 3.631
2 2 810 5473 2188 3.449 3.449
3 4 726 5473 2188 5.041 5.041
4 5 838 5473 2188 4.800 4.800
5 5 754 5473 2188 5.920 5.920
1 2 744 5474 9675 5.974 5.974
1 2 782 5475 3130 1.303 1.303
2 4 725 5475 3130 1.595 1.595
2 3 810 5475 3130 1.882 1.882
3 4 726 5475 3130 4.949 4.949
4 4 727 5475 3130 4.014 4.014
4 2 728 5475 3130 0.763 0.763
5 4 754 5475 3130 1.546 1.546
2 2 754 5476 9674 2.793 2.793
1 2 754 5477 9673 2.297 2.297
1 2 483 5478 817 1.725 1.725
2 4 486 5478 817 1.654 1.654
2 2 713 5479 9672 3.341 3.341
2 4 714 5479 9672 6.258 6.258
1 2 753 5480 9671 2.171 2.171
1 2 754 5481 9670 1.269 1.269
1 2 712 5482 5036 3.008 3.008
1 2 774 5482 5036 4.682 4.682
2 4 713 5482 5036 5.045 5.045
1 2 753 5483 9669 2.684 2.684
2 4 744 5483 9669 3.282 3.282
1 2 774 5484 9668 2.913 2.913
2 4 713 5484 9668 0.964 7.247
2 4 714 5484 9668 6.214 6.214
1 2 478 5485 644 4.092 4.092
2 3 479 5485 644 2.104 2.104
4 5 493 5485 644 4.248 4.248
2 2 477 5486 1608 4.887 -1.396
1 2 754 5487 9667 4.859 4.859
1 1 769 5488 2187 5.046 5.046
2 5 825 5488 2187 0.583 0.583
3 5 718 5488 2187 4.766 -1.517
3 4 771 5488 2187 3.231 3.231
4 4 896 5488 2187 1.673 1.673
5 2 859 5488 2187 0.125 6.408
6 4 742 5488 2187 1.170 1.170
6 4 711 5488 2187 2.070 2.070
6 3 826 5488 2187 1.365 1.365
1 1 741 5489 2186 0.975 7.258
2 5 721 5489 2186 3.102 3.102
2 5 742 5489 2186 3.663 3.663
3 5 782 5489 2186 1.613 1.613
4 4 725 5489 2186 2.391 2.391
1 2 785 5490 9666 5.129 5.129
3 5 439 5490 9666 3.824 3.824
3 4 437 5490 9666 4.864 4.864
1 2 712 5491 9665 5.275 5.275
2 5 714 5491 9665 3.989 3.989
2 2 469 5492 1607 3.688 3.688
3 4 480 5492 1607 4.646 4.646
3 4 39 5492 1607 4.255 4.255
1 2 965 5493 1009 5.123 5.123
2 5 713 5493 1009 4.800 4.800
2 4 714 5493 1009 2.459 2.459
1 2 483 5494 9664 2.144 2.144
3 5 476 5494 9664 3.723 3.723
4 4 498 5494 9664 4.818 4.818
4 3 37 5494 9664 5.598 5.598
5 4 490 5494 9664 2.404 2.404
1 2 726 5495 3129 4.928 4.928
2 4 727 5495 3129 5.506 5.506
2 2 728 5495 3129 4.030 4.030
1 2 712 5496 1008 4.826 4.826
2 5 713 5496 1008 4.090 4.090
2 4 714 5496 1008 1.888 1.888
1 2 743 5497 9662 0.287 6.570
2 5 838 5497 9662 3.155 3.155
1 2 712 5498 5035 5.401 5.401
2 4 713 5498 5035 2.607 2.607
2 4 714 5498 5035 2.036 2.036
1 2 793 5499 643 0.746 0.746
2 5 743 5499 643 1.523 1.523
3 3 727 5499 643 2.308 2.308
4 2 728 5499 643 4.085 4.085
1 1 827 5500 9661 0.333 6.616
1 2 844 5500 9661 4.479 4.479
2 4 838 5500 9661 3.194 3.194
1 2 712 5501 1007 0.075 0.075
2 5 713 5501 1007 3.195 3.195
3 5 525 5501 1007 3.335 3.335
1 1 715 5502 816 1.748 8.031
2 5 717 5502 816 2.026 2.026
3 4 718 5502 816 2.020 2.020
4 5 741 5502 816 3.851 3.851
4 3 710 5502 816 5.942 -0.341
5 4 870 5502 816 2.629 2.629
6 3 742 5502 816 1.236 1.236
6 4 711 5502 816 1.796 1.796
6 2 724 5502 816 0.022 6.305
6 2 826 5502 816 3.247 3.247
6 4 793 5502 816 5.857 -0.426
6 5 844 5502 816 1.583 1.583
6 3 727 5502 816 3.364 3.364
6 2 743 5503 9658 2.323 2.323
1 2 807 5504 9657 0.995 7.278
2 2 744 5505 9656 3.550 3.550
1 1 56 5506 5034 2.393 8.676
1 1 781 5507 266 0.919 7.202
2 5 766 5507 266 1.524 1.524
2 4 426 5507 266 3.125 3.125
3 2 378 5507 266 3.758 3.758
3 2 402 5507 266 2.551 2.551
4 4 384 5507 266 3.679 3.679
1 2 712 5508 9654 4.669 4.669
2 5 713 5508 9654 1.598 7.881
2 4 714 5508 9654 4.603 4.603
2 2 469 5509 2185 3.087 3.087
2 3 484 5509 2185 2.439 2.439
3 4 485 5509 2185 4.038 4.038
4 4 473 5509 2185 4.267 4.267
5 5 31 5509 2185 3.994 3.994
5 3 505 5509 2185 2.253 2.253
6 4 32 5509 2185 1.504 1.504
6 5 501 5509 2185 3.806 3.806
6 4 36 5509 2185 3.636 3.636
6 3 653 5509 2185 4.507 4.507
6 4 641 5509 2185 4.641 4.641
6 4 642 5509 2185 1.266 1.266
1 2 753 5510 9653 4.942 4.942
2 5 754 5510 9653 2.625 2.625
1 2 730 5511 9652 6.238 -0.045
3 5 845 5511 9652 2.737 2.737
1 2 468 5512 3128 3.389 3.389
1 3 478 5512 3128 2.805 2.805
2 3 479 5512 3128 0.028 0.028
3 4 476 5512 3128 5.635 5.635
4 3 498 5512 3128 2.496 2.496
4 4 37 5512 3128 4.556 4.556
5 4 31 5512 3128 5.427 5.427
6 4 481 5512 3128 2.781 2.781
6 5 506 5512 3128 1.101 1.101
1 2 433 5513 9650 3.293 3.293
1 2 712 5514 9649 3.846 3.846
2 5 714 5514 9649 1.905 1.905
1 2 433 5515 9648 4.516 4.516
2 4 434 5515 9648 0.808 0.808
3 4 441 5515 9648 4.666 4.666
1 2 744 5516 9647 5.474 5.474
1 2 754 5517 9646 1.607 1.607
1 2 712 5518 3127 3.945 3.945
2 5 713 5518 3127 5.709 5.709
3 5 845 5518 3127 4.667 4.667
2 2 793 5519 9645 1.726 1.726
1 2 682 5520 9644 4.529 4.529
2 5 676 5520 9644 1.948 1.948
3 4 652 5520 9644 3.442 3.442
1 2 754 5521 9643 0.452 6.735
1 2 712 5522 5033 5.699 5.699
2 5 713 5522 5033 1.220 7.503
3 2 470 5523 9642 3.936 3.936
2 2 744 5524 9641 1.162 7.445
1 1 755 5525 815 2.611 8.894
1 3 886 5525 815 5.269 5.269
1 2 736 5526 150 3.616 3.616
1 4 764 5526 150 6.147 -0.136
2 5 738 5526 150 4.727 4.727
3 4 780 5526 150 2.658 2.658
4 2 767 5526 150 2.112 2.112
4 3 863 5526 150 1.188 1.188
5 5 716 5526 150 4.313 -1.970
6 2 717 5526 150 5.824 -0.459
6 4 877 5526 150 2.328 2.328
1 1 762 5527 9640 2.074 8.357
1 3 817 5527 9640 3.286 3.286
2 4 854 5527 9640 2.008 2.008
3 3 783 5527 9640 5.573 5.573
3 3 874 5527 9640 5.507 5.507
1 2 966 5528 3126 1.900 1.900
1 1 861 5529 814 1.625 7.908
2 5 399 5529 814 4.087 4.087
2 4 423 5529 814 4.997 4.997
3 2 378 5529 814 0.427 6.710
1 2 712 5530 1256 2.210 2.210
2 5 714 5530 1256 2.473 2.473
5 5 871 5530 1256 4.110 4.110
1 2 468 5531 425 2.468 2.468
2 4 486 5531 425 1.918 1.918
2 4 484 5531 425 4.391 4.391
3 4 485 5531 425 3.740 3.740
4 4 493 5531 425 2.775 2.775
4 3 487 5531 425 3.161 3.161
5 4 488 5531 425 5.515 5.515
6 4 474 5531 425 3.854 3.854
6 3 494 5531 425 4.374 4.374
6 4 495 5531 425 4.387 4.387
1 2 483 5532 813 3.695 3.695
2 4 486 5532 813 2.408 2.408
2 4 479 5532 813 1.983 1.983
3 4 476 5532 813 4.232 4.232
4 5 472 5532 813 3.853 3.853
5 4 38 5532 813 0.637 6.921
5 3 505 5532 813 5.056 5.056
6 4 648 5532 813 5.600 5.600
6 4 33 5532 813 4.369 4.369
6 4 506 5532 813 3.972 3.972
6 4 653 5532 813 5.349 5.349
6 3 504 5532 813 5.444 5.444
6 4 642 5532 813 5.843 5.843
1 2 651 5533 5032 2.496 2.496
2 5 434 5533 5032 5.478 -0.805
3 5 438 5533 5032 2.456 2.456
1 2 726 5534 9639 5.118 5.118
2 4 727 5534 9639 4.244 4.244
2 2 728 5534 9639 3.616 3.616
1 2 712 5535 1606 3.917 3.917
2 5 713 5535 1606 4.944 4.944
3 5 845 5535 1606 3.448 3.448
5 5 871 5535 1606 3.222 3.222
1 2 712 5536 1255 3.817 3.817
2 5 713 5536 1255 5.681 5.681
2 4 714 5536 1255 4.602 4.602
6 5 967 5536 1255 6.157 6.157
1 2 724 5537 3125 4.460 4.460
2 5 793 5537 3125 3.966 3.966
1 2 754 5538 9638 2.970 2.970
2 2 714 5539 9637 1.152 1.152
1 2 743 5540 9636 5.665 5.665
2 4 727 5540 9636 4.528 4.528
2 2 728 5540 9636 3.048 3.048
1 2 754 5541 9635 3.954 3.954
1 2 724 5542 9634 3.800 3.800
2 2 725 5543 9633 3.444 3.444
2 2 810 5543 9633 2.356 2.356
3 4 726 5543 9633 3.563 3.563
4 4 727 5543 9633 4.492 4.492
4 2 728 5543 9633 3.554 3.554
5 4 744 5543 9633 5.052 5.052
2 2 744 5544 9632 0.199 6.482
1 2 715 5545 812 2.437 2.437
2 4 825 5545 812 2.607 2.607
3 5 792 5545 812 2.404 2.404
4 5 710 5545 812 5.122 -1.161
1 1 772 5546 5031 3.506 3.506
2 5 742 5546 5031 0.015 0.015
2 4 711 5546 5031 1.981 1.981
1 1 836 5547 9631 4.310 4.310
1 2 468 5548 424 5.087 5.087
1 3 478 5548 424 5.433 5.433
2 3 479 5548 424 4.926 4.926
3 4 476 5548 424 0.936 7.220
4 4 498 5548 424 0.832 7.115
4 4 37 5548 424 0.667 6.950
5 4 31 5548 424 2.155 8.439
6 5 474 5548 424 0.277 6.560
6 4 35 5548 424 1.143 7.426
6 4 495 5548 424 1.025 7.308
6 4 499 5548 424 4.872 4.872
1 2 651 5549 3124 3.564 3.564
2 5 434 5549 3124 2.615 2.615
3 5 435 5549 3124 2.332 2.332
1 2 712 5550 5030 2.353 2.353
2 4 713 5550 5030 4.537 4.537
2 4 714 5550 5030 0.763 0.763
5 5 871 5550 5030 4.037 4.037
2 2 484 5551 521 3.751 3.751
3 3 485 5551 521 3.370 3.370
4 3 477 5551 521 4.038 4.038
6 5 474 5551 521 2.791 2.791
1 2 483 5552 9630 1.624 1.624
1 2 712 5553 9629 4.232 4.232
1 2 712 5554 9628 0.672 0.672
2 4 713 5554 9628 3.326 3.326
2 4 714 5554 9628 0.838 0.838
1 2 754 5555 3123 3.243 3.243
2 2 713 5556 5029 3.564 3.564
2 4 714 5556 5029 6.266 -0.017
2 2 484 5557 1605 0.584 0.584
3 4 471 5557 1605 2.449 2.449
4 4 493 5557 1605 2.565 2.565
5 4 38 5557 1605 3.357 3.357
1 2 469 5558 9627 3.015 3.015
2 2 469 5559 9626 3.283 3.283
3 3 470 5559 9626 1.522 7.806
3 4 471 5559 9626 4.920 4.920
4 4 472 5559 9626 5.058 5.058
5 5 31 5559 9626 5.638 5.638
6 4 474 5559 9626 3.406 3.406
1 2 793 5560 5028 5.748 5.748
2 4 827 5560 5028 3.315 3.315
3 3 844 5560 5028 5.256 5.256
3 4 838 5560 5028 3.429 3.429
2 2 744 5561 9624 5.445 5.445
1 1 715 5562 9623 6.099 6.099
1 5 756 5562 9623 3.738 3.738
1 2 391 5563 1604 5.678 5.678
2 3 388 5563 1604 5.350 5.350
3 4 389 5563 1604 0.786 7.069
1 1 729 5564 2184 5.191 5.191
1 5 721 5564 2184 1.859 1.859
2 5 742 5564 2184 3.279 3.279
3 4 711 5564 2184 2.356 2.356
4 5 876 5564 2184 2.089 2.089
5 4 827 5564 2184 5.757 -0.526
6 2 844 5564 2184 0.526 0.526
2 2 786 5565 5026 3.970 3.970
3 5 782 5565 5026 2.244 2.244
4 5 827 5565 5026 2.930 2.930
5 5 727 5565 5026 2.493 2.493
6 2 787 5565 5026 2.383 2.383
1 2 730 5566 9622 2.311 2.311
3 5 845 5566 9622 4.669 4.669
4 4 526 5566 9622 4.087 4.087
1 2 807 5567 5025 5.189 5.189
2 4 808 5567 5025 3.441 3.441
1 2 934 5568 9620 2.479 2.479
1 1 781 5569 3122 1.074 7.357
2 5 399 5569 3122 3.795 3.795
3 5 400 5569 3122 4.157 4.157
1 2 468 5570 642 0.127 0.127
2 4 486 5570 642 1.881 1.881
2 4 497 5570 642 3.134 3.134
3 4 476 5570 642 3.151 3.151
4 4 498 5570 642 4.942 4.942
4 4 37 5570 642 4.422 4.422
5 4 490 5570 642 1.987 1.987
6 5 474 5570 642 4.130 4.130
6 3 35 5570 642 2.918 2.918
6 4 495 5570 642 3.994 3.994
6 4 499 5570 642 2.197 2.197
6 4 502 5570 642 4.209 4.209
6 3 503 5570 642 2.386 2.386
1 2 754 5571 9619 2.084 2.084
1 2 468 5572 5024 2.650 2.650
1 2 744 5573 9618 2.547 2.547
1 2 754 5574 9617 2.727 2.727
1 2 651 5575 9616 1.011 1.011
2 5 434 5575 9616 1.585 1.585
3 5 438 5575 9616 2.070 2.070
1 2 712 5576 9615 5.095 5.095
2 4 713 5576 9615 0.933 7.217
2 4 714 5576 9615 2.469 2.469
1 2 728 5577 9614 0.466 6.749
2 2 483 5578 9612 2.710 2.710
2 4 484 5578 9612 1.164 1.164
3 3 485 5578 9612 2.143 2.143
4 4 473 5578 9612 3.499 3.499
1 2 754 5579 9610 1.390 1.390
1 2 478 5580 810 4.729 4.729
2 4 497 5580 810 5.019 5.019
3 4 476 5580 810 4.672 4.672
3 3 673 5580 810 3.522 3.522
4 5 487 5580 810 5.707 5.707
5 4 488 5580 810 4.533 4.533
6 4 474 5580 810 4.411 4.411
6 4 506 5580 810 2.747 2.747
2 2 727 5581 5023 5.936 5.936
2 4 787 5581 5023 4.161 4.161
1 1 769 5582 1603 2.980 9.264
1 4 716 5582 1603 3.256 3.256
2 2 717 5582 1603 5.480 5.480
4 5 741 5582 1603 5.613 5.613
4 4 710 5582 1603 2.650 2.650
